age,weight(kg),height(m),gender,calories_to_maintain_weight,Goal,Label
14,48.66471946,1.602531148,M,2158.158,Muscle Gain,Plan 7
39,86.21389253,1.632824165,M,2158.0104,Muscle Gain,Plan 7
40,86.73253281,1.632170553,M,2157.9852,Muscle Gain,Plan 7
39,86.20478166,1.632994974,M,2157.9636,Muscle Gain,Plan 7
41,87.1929015,1.6327165,M,2157.7212,Muscle Gain,Plan 7
81,96.99111666,1.631592157,M,2157.7062,Muscle Gain,Plan 7
41,87.18230598,1.632863394,M,2157.6348,Muscle Gain,Plan 7
39,86.20737411,1.632059193,M,2157.4452,Muscle Gain,Plan 7
35,84.20111376,1.632010598,M,2157.0732,Muscle Gain,Plan 7
33,73.11932691,1.631711219,M,2156.947,Muscle Gain,Plan 7
38,85.69507934,1.631547091,M,2156.8752,Muscle Gain,Plan 7
63,98.11203938,1.631156362,M,2156.7756,Muscle Gain,Plan 7
41,87.18908902,1.631195646,M,2156.7456,Muscle Gain,Plan 7
79,95.95781577,1.630984627,M,2156.5882,Muscle Gain,Plan 7
14,48.35757654,1.608845377,M,2156.5815,Muscle Gain,Plan 7
39,86.09073803,1.632707737,M,2155.9164,Muscle Gain,Plan 7
39,86.12957093,1.63162508,M,2155.9056,Muscle Gain,Plan 7
41,87.07025726,1.632918862,M,2155.8264,Muscle Gain,Plan 7
40,86.62823548,1.631421354,M,2155.8216,Muscle Gain,Plan 7
41,87.10847703,1.631811307,M,2155.7904,Muscle Gain,Plan 7
45,89.0630565,1.632541685,M,2155.722,Muscle Gain,Plan 7
45,89.07260512,1.632252512,M,2155.7052,Muscle Gain,Plan 7
58,95.53783076,1.631642456,M,2155.548,Muscle Gain,Plan 7
41,87.07763315,1.632008191,M,2155.4016,Muscle Gain,Plan 7
35,84.10783037,1.631759747,M,2155.3884,Muscle Gain,Plan 7
45,89.02553319,1.632940996,M,2155.344,Muscle Gain,Plan 7
41,87.07732009,1.631846127,M,2155.2984,Muscle Gain,Plan 7
40,86.58540752,1.631621934,M,2155.2372,Muscle Gain,Plan 7
41,87.03436575,1.632714136,M,2155.1136,Muscle Gain,Plan 7
17,49.45879397,1.617415647,M,2155.0395,Muscle Gain,Plan 7
34,83.55469842,1.632474661,M,2154.8844,Muscle Gain,Plan 7
41,87.02479874,1.63230041,M,2154.708,Muscle Gain,Plan 7
41,87.02807145,1.632021065,M,2154.594,Muscle Gain,Plan 7
39,86.05877928,1.630900421,M,2154.306,Muscle Gain,Plan 7
35,84.03629552,1.631770526,M,2154.2196,Muscle Gain,Plan 7
40,86.47120356,1.63304386,M,2154.2124,Muscle Gain,Plan 7
41,87.00885038,1.631839252,M,2154.1692,Muscle Gain,Plan 7
45,89.01868588,1.631107496,M,2154.132,Muscle Gain,Plan 7
40,86.49137684,1.631951382,M,2153.8896,Muscle Gain,Plan 7
34,83.48610546,1.632618048,M,2153.8428,Muscle Gain,Plan 7
41,87.00725236,1.631321392,M,2153.832,Muscle Gain,Plan 7
40,86.49866078,1.631640019,M,2153.8224,Muscle Gain,Plan 7
39,85.93174598,1.632999665,M,2153.478,Muscle Gain,Plan 7
35,83.98636329,1.631264477,M,2153.094,Muscle Gain,Plan 7
16,49.42237376,1.602202264,M,2153.082,Muscle Gain,Plan 7
34,83.47728289,1.631479922,M,2153.0148,Muscle Gain,Plan 7
39,85.93384445,1.631993002,M,2152.908,Muscle Gain,Plan 7
35,83.98759467,1.630817035,M,2152.8468,Muscle Gain,Plan 7
40,86.38987808,1.632988967,M,2152.8432,Muscle Gain,Plan 7
17,49.54691532,1.61197012,M,2152.767,Muscle Gain,Plan 7
39,85.87996993,1.632950827,M,2152.5972,Muscle Gain,Plan 7
40,86.43799158,1.63094746,M,2152.4088,Muscle Gain,Plan 7
40,86.35535566,1.63319215,M,2152.3968,Muscle Gain,Plan 7
17,49.56497245,1.61081091,M,2152.269,Muscle Gain,Plan 7
15,48.58819235,1.610374189,M,2152.2675,Muscle Gain,Plan 7
39,85.90592298,1.631656019,M,2152.2468,Muscle Gain,Plan 7
40,86.34559469,1.633185275,M,2152.2324,Muscle Gain,Plan 7
36,84.38465491,1.6324909,M,2152.218,Muscle Gain,Plan 7
40,86.41626648,1.631054145,M,2152.116,Muscle Gain,Plan 7
39,85.8765666,1.632203727,M,2152.0932,Muscle Gain,Plan 7
17,49.42319457,1.614390552,M,2152.0395,Muscle Gain,Plan 7
40,86.35708259,1.632334179,M,2151.9108,Muscle Gain,Plan 7
85,98.64000397,1.631807382,M,2151.8536,Muscle Gain,Plan 7
39,85.8241051,1.633220903,M,2151.8412,Muscle Gain,Plan 7
39,85.91033676,1.630781528,M,2151.7944,Muscle Gain,Plan 7
35,83.8626391,1.632449433,M,2151.7716,Muscle Gain,Plan 7
83,97.59151438,1.633198252,M,2151.7639,Muscle Gain,Plan 7
40,86.39795767,1.630766467,M,2151.642,Muscle Gain,Plan 7
35,83.85472815,1.632219619,M,2151.504,Muscle Gain,Plan 7
84,98.14624465,1.63074769,M,2151.2101,Muscle Gain,Plan 7
40,86.30511874,1.632565893,M,2151.1956,Muscle Gain,Plan 7
40,86.33989769,1.631378584,M,2151.0552,Muscle Gain,Plan 7
39,85.78454351,1.632875793,M,2150.9832,Muscle Gain,Plan 7
41,86.76984286,1.632664129,M,2150.7348,Muscle Gain,Plan 7
39,85.80597774,1.631731631,M,2150.6496,Muscle Gain,Plan 7
40,86.31185983,1.631160057,M,2150.4636,Muscle Gain,Plan 7
35,83.79271634,1.632007358,M,2150.3568,Muscle Gain,Plan 7
40,86.27040553,1.632095633,M,2150.3424,Muscle Gain,Plan 7
34,83.27383181,1.632591589,M,2150.3364,Muscle Gain,Plan 7
41,86.76716365,1.631764196,M,2150.1504,Muscle Gain,Plan 7
39,85.77752403,1.63160527,M,2150.106,Muscle Gain,Plan 7
39,85.74390892,1.632348111,M,2149.9992,Muscle Gain,Plan 7
36,84.30968622,1.630739816,M,2149.9356,Muscle Gain,Plan 7
63,97.65485849,1.632172907,M,2149.8696,Muscle Gain,Plan 7
63,97.61518559,1.633168175,M,2149.8144,Muscle Gain,Plan 7
41,86.77392154,1.630734835,M,2149.644,Muscle Gain,Plan 7
35,83.7518669,1.631531897,M,2149.4004,Muscle Gain,Plan 7
36,84.25353534,1.630826585,M,2149.0644,Muscle Gain,Plan 7
36,84.25145335,1.630875523,M,2149.0596,Muscle Gain,Plan 7
40,86.23204937,1.6307077,M,2148.8796,Muscle Gain,Plan 7
36,84.22970135,1.631159801,M,2148.8724,Muscle Gain,Plan 7
39,85.70726286,1.631402625,M,2148.8292,Muscle Gain,Plan 7
40,86.19535141,1.631509325,M,2148.7572,Muscle Gain,Plan 7
41,86.63204335,1.633129578,M,2148.7488,Muscle Gain,Plan 7
40,86.162971,1.632226829,M,2148.6552,Muscle Gain,Plan 7
39,85.65704282,1.63246814,M,2148.6432,Muscle Gain,Plan 7
36,84.15060717,1.632933419,M,2148.636,Muscle Gain,Plan 7
40,86.1748539,1.631698335,M,2148.534,Muscle Gain,Plan 7
41,86.6913843,1.631060033,M,2148.4824,Muscle Gain,Plan 7
41,86.70294636,1.6307311,M,2148.4752,Muscle Gain,Plan 7
36,84.17191147,1.632021462,M,2148.4392,Muscle Gain,Plan 7
41,86.68551042,1.631149305,M,2148.4392,Muscle Gain,Plan 7
34,83.17176971,1.631967927,M,2148.2844,Muscle Gain,Plan 7
39,85.68488258,1.631082767,M,2148.2688,Muscle Gain,Plan 7
41,86.6466109,1.63190034,M,2148.2508,Muscle Gain,Plan 7
35,83.68365246,1.631446655,M,2148.2268,Muscle Gain,Plan 7
36,84.14651517,1.632246352,M,2148.156,Muscle Gain,Plan 7
41,86.6535007,1.631528868,M,2148.1404,Muscle Gain,Plan 7
39,85.63654603,1.632016774,M,2148.0348,Muscle Gain,Plan 7
40,86.08863989,1.633140803,M,2147.982,Muscle Gain,Plan 7
41,86.64661902,1.63138113,M,2147.9388,Muscle Gain,Plan 7
41,86.6028347,1.632257895,M,2147.7456,Muscle Gain,Plan 7
61,96.54744261,1.631767849,M,2147.7408,Muscle Gain,Plan 7
40,86.10443667,1.632198839,M,2147.676,Muscle Gain,Plan 7
36,84.09139209,1.632530883,M,2147.4216,Muscle Gain,Plan 7
40,86.06493775,1.632452467,M,2147.1792,Muscle Gain,Plan 7
34,83.05017775,1.633049362,M,2146.9344,Muscle Gain,Plan 7
40,86.10335599,1.630941533,M,2146.9044,Muscle Gain,Plan 7
36,84.07430471,1.631930713,M,2146.7796,Muscle Gain,Plan 7
41,86.54505337,1.632075378,M,2146.686,Muscle Gain,Plan 7
35,83.54140374,1.632651526,M,2146.6116,Muscle Gain,Plan 7
41,86.57600689,1.630714524,M,2146.3788,Muscle Gain,Plan 7
40,86.01427854,1.632452321,M,2146.3464,Muscle Gain,Plan 7
35,83.5010501,1.633009805,M,2146.1628,Muscle Gain,Plan 7
40,86.03121079,1.631604328,M,2146.116,Muscle Gain,Plan 7
41,86.50283795,1.632221067,M,2146.0788,Muscle Gain,Plan 7
40,86.05080028,1.630951883,M,2146.0464,Muscle Gain,Plan 7
40,85.96784055,1.632737263,M,2145.7536,Muscle Gain,Plan 7
40,85.95085639,1.632731669,M,2145.4716,Muscle Gain,Plan 7
83,97.25341275,1.632699576,M,2145.4186,Muscle Gain,Plan 7
84,97.76170976,1.632203329,M,2145.3081,Muscle Gain,Plan 7
40,85.99043417,1.631193452,M,2145.1992,Muscle Gain,Plan 7
40,85.94919389,1.632210626,M,2145.1308,Muscle Gain,Plan 7
40,85.98123546,1.631055286,M,2144.9652,Muscle Gain,Plan 7
35,83.4682769,1.631864855,M,2144.9376,Muscle Gain,Plan 7
40,85.9598941,1.631588723,M,2144.934,Muscle Gain,Plan 7
41,86.3666345,1.633221995,M,2144.4408,Muscle Gain,Plan 7
41,86.37420419,1.63292537,M,2144.3868,Muscle Gain,Plan 7
40,85.88044879,1.63262761,M,2144.2512,Muscle Gain,Plan 7
35,83.40431213,1.632413205,M,2144.2152,Muscle Gain,Plan 7
36,83.88963136,1.632565231,M,2144.1252,Muscle Gain,Plan 7
40,85.85786311,1.632176665,M,2143.6092,Muscle Gain,Plan 7
40,85.83164237,1.632573553,M,2143.416,Muscle Gain,Plan 7
36,83.86780414,1.631862538,M,2143.344,Muscle Gain,Plan 7
59,95.24694034,1.63283939,M,2143.3236,Muscle Gain,Plan 7
35,83.30441332,1.632935012,M,2142.8856,Muscle Gain,Plan 7
40,85.79599246,1.632343534,M,2142.6924,Muscle Gain,Plan 7
40,85.82440645,1.631509696,M,2142.6588,Muscle Gain,Plan 7
35,83.26731621,1.633160757,M,2142.4116,Muscle Gain,Plan 7
82,96.60478711,1.631979419,M,2142.2375,Muscle Gain,Plan 7
40,85.79239349,1.63154561,M,2142.1548,Muscle Gain,Plan 7
36,83.83154254,1.630701503,M,2142.0516,Muscle Gain,Plan 7
35,83.30393877,1.631399885,M,2141.9568,Muscle Gain,Plan 7
36,83.79502887,1.6314998,M,2141.9304,Muscle Gain,Plan 7
41,86.23369613,1.63251378,M,2141.8308,Muscle Gain,Plan 7
40,85.78262956,1.631209841,M,2141.7924,Muscle Gain,Plan 7
62,96.65471451,1.631663022,M,2141.2812,Muscle Gain,Plan 7
41,86.18930635,1.632036925,M,2140.8144,Muscle Gain,Plan 7
35,83.19117042,1.632136148,M,2140.5444,Muscle Gain,Plan 7
34,82.71558262,1.631329494,M,2140.4016,Muscle Gain,Plan 7
41,86.13113528,1.632909341,M,2140.3812,Muscle Gain,Plan 7
36,83.68047518,1.631904885,M,2140.29,Muscle Gain,Plan 7
82,96.50246685,1.631660221,M,2140.2082,Muscle Gain,Plan 7
41,86.12581333,1.632438944,M,2140.0116,Muscle Gain,Plan 7
40,85.66276443,1.631244705,M,2139.8424,Muscle Gain,Plan 7
85,97.95849916,1.631983242,M,2139.8299,Muscle Gain,Plan 7
36,83.62101334,1.632717597,M,2139.8004,Muscle Gain,Plan 7
41,86.09519922,1.631375917,M,2138.8704,Muscle Gain,Plan 7
41,86.03147352,1.63298619,M,2138.7888,Muscle Gain,Plan 7
36,83.54257401,1.633175586,M,2138.7852,Muscle Gain,Plan 7
35,83.07714856,1.632004435,M,2138.5908,Muscle Gain,Plan 7
37,84.04398373,1.632648454,M,2138.5524,Muscle Gain,Plan 7
41,86.0365037,1.632364223,M,2138.4984,Muscle Gain,Plan 7
35,83.02442741,1.632884039,M,2138.2524,Muscle Gain,Plan 7
36,83.51567929,1.632965877,M,2138.2176,Muscle Gain,Plan 7
41,86.03872804,1.631608421,M,2138.082,Muscle Gain,Plan 7
37,84.05952608,1.631420909,M,2138.0712,Muscle Gain,Plan 7
36,83.48002523,1.63299559,M,2137.6488,Muscle Gain,Plan 7
37,83.97247641,1.632599632,M,2137.3476,Muscle Gain,Plan 7
34,82.45751841,1.633129904,M,2137.2396,Muscle Gain,Plan 7
37,83.93416358,1.632611554,M,2136.7248,Muscle Gain,Plan 7
36,83.45584673,1.631397893,M,2136.2928,Muscle Gain,Plan 7
64,97.32229695,1.631709026,M,2135.964,Muscle Gain,Plan 7
62,96.34678216,1.630978651,M,2135.808,Muscle Gain,Plan 7
36,83.4114045,1.631527154,M,2135.64,Muscle Gain,Plan 7
34,82.42917538,1.631222068,M,2135.6292,Muscle Gain,Plan 7
81,95.7319269,1.632065133,M,2135.588,Muscle Gain,Plan 7
85,97.72265479,1.631899219,M,2135.575,Muscle Gain,Plan 7
34,82.37736848,1.632548211,M,2135.5728,Muscle Gain,Plan 7
37,83.91481884,1.631028707,M,2135.4564,Muscle Gain,Plan 7
36,83.35448971,1.632124238,M,2135.0628,Muscle Gain,Plan 7
34,82.34954856,1.632334069,M,2134.9872,Muscle Gain,Plan 7
41,85.77589877,1.633171863,M,2134.6992,Muscle Gain,Plan 7
36,83.35823901,1.631260832,M,2134.6056,Muscle Gain,Plan 7
35,82.83310941,1.631791783,M,2134.4508,Muscle Gain,Plan 7
41,85.74820319,1.633218519,M,2134.272,Muscle Gain,Plan 7
83,96.68985234,1.630867595,M,2134.1905,Muscle Gain,Plan 7
84,97.12384804,1.632324509,M,2134.0267,Muscle Gain,Plan 7
35,82.84333638,1.630792424,M,2134.02,Muscle Gain,Plan 7
41,85.74760938,1.63280641,M,2134.014,Muscle Gain,Plan 7
35,82.83422756,1.630976139,M,2133.9804,Muscle Gain,Plan 7
36,83.32822634,1.631004626,M,2133.9588,Muscle Gain,Plan 7
36,83.32086896,1.630981021,M,2133.8232,Muscle Gain,Plan 7
41,85.73646736,1.632619588,M,2133.7188,Muscle Gain,Plan 7
34,82.32541564,1.630847725,M,2133.6984,Muscle Gain,Plan 7
65,97.64195048,1.632661921,M,2133.6312,Muscle Gain,Plan 7
35,82.76252994,1.632269941,M,2133.5784,Muscle Gain,Plan 7
41,85.74244228,1.632133179,M,2133.5256,Muscle Gain,Plan 7
64,97.14309486,1.632251926,M,2133.3432,Muscle Gain,Plan 7
41,85.75368053,1.631331228,M,2133.2292,Muscle Gain,Plan 7
41,85.74509328,1.631082047,M,2132.9388,Muscle Gain,Plan 7
65,97.62032601,1.631940285,M,2132.8428,Muscle Gain,Plan 7
37,83.72028524,1.631989368,M,2132.8356,Muscle Gain,Plan 7
41,85.71079909,1.63177575,M,2132.7912,Muscle Gain,Plan 7
36,83.21513786,1.632154985,M,2132.79,Muscle Gain,Plan 7
85,97.5405607,1.631815961,M,2132.2782,Muscle Gain,Plan 7
41,85.6713158,1.631601216,M,2132.0376,Muscle Gain,Plan 7
82,96.02717582,1.632013937,M,2131.9727,Muscle Gain,Plan 7
26,68.18305974,1.632843242,M,2131.649,Muscle Gain,Plan 7
34,82.13752347,1.631873687,M,2131.2252,Muscle Gain,Plan 7
35,82.66972293,1.63082041,M,2131.182,Muscle Gain,Plan 7
36,83.08774663,1.632644076,M,2130.9888,Muscle Gain,Plan 7
83,96.49371782,1.631139591,M,2130.8742,Muscle Gain,Plan 7
83,96.4817398,1.631312095,M,2130.7728,Muscle Gain,Plan 7
35,82.5690918,1.632482809,M,2130.5256,Muscle Gain,Plan 7
35,82.61217458,1.630752672,M,2130.1956,Muscle Gain,Plan 7
34,82.02302794,1.632550097,M,2129.7492,Muscle Gain,Plan 7
87,98.38117289,1.632075463,M,2129.738,Muscle Gain,Plan 7
81,95.37250203,1.632770161,M,2129.6444,Muscle Gain,Plan 7
36,83.02564778,1.632007426,M,2129.586,Muscle Gain,Plan 7
26,68.10086311,1.631634079,M,2129.3987,Muscle Gain,Plan 7
36,83.01425845,1.631323571,M,2128.9884,Muscle Gain,Plan 7
26,68.01281352,1.63320489,M,2128.8514,Muscle Gain,Plan 7
35,82.49998241,1.631550072,M,2128.83,Muscle Gain,Plan 7
36,82.9893425,1.631535672,M,2128.7064,Muscle Gain,Plan 7
35,82.50137754,1.630692972,M,2128.338,Muscle Gain,Plan 7
36,82.9081003,1.632939791,M,2128.2132,Muscle Gain,Plan 7
65,97.3069432,1.631751126,M,2127.5772,Muscle Gain,Plan 7
35,82.43900262,1.631099799,M,2127.5568,Muscle Gain,Plan 7
36,82.85539773,1.632730306,M,2127.2208,Muscle Gain,Plan 7
36,82.90290677,1.631116164,M,2127.0336,Muscle Gain,Plan 7
36,82.9064423,1.630790875,M,2126.8968,Muscle Gain,Plan 7
34,81.86524456,1.631146461,M,2126.3124,Muscle Gain,Plan 7
26,67.94013868,1.631015458,M,2126.1344,Muscle Gain,Plan 7
34,81.86154151,1.630816083,M,2126.0532,Muscle Gain,Plan 7
35,82.34211921,1.630982349,M,2125.8936,Muscle Gain,Plan 7
35,82.29763453,1.632061873,M,2125.8108,Muscle Gain,Plan 7
83,96.1243722,1.633055393,M,2125.5416,Muscle Gain,Plan 7
35,82.30534696,1.631170349,M,2125.4016,Muscle Gain,Plan 7
37,83.27348815,1.631712005,M,2125.3236,Muscle Gain,Plan 7
62,95.6732463,1.631486291,M,2125.0404,Muscle Gain,Plan 7
35,82.211975,1.632989021,M,2124.9588,Muscle Gain,Plan 7
87,98.07391755,1.632719194,M,2124.6836,Muscle Gain,Plan 7
67,98.09998362,1.632041136,M,2124.468,Muscle Gain,Plan 7
84,96.59549863,1.631705382,M,2124.2143,Muscle Gain,Plan 7
35,82.23898936,1.630918754,M,2124.1608,Muscle Gain,Plan 7
35,82.12783611,1.632845595,M,2123.4888,Muscle Gain,Plan 7
36,82.62056824,1.631254818,M,2122.4748,Muscle Gain,Plan 7
27,68.1568412,1.632923222,M,2122.393,Muscle Gain,Plan 7
68,98.42531907,1.632389122,M,2121.8652,Muscle Gain,Plan 7
26,67.65896906,1.632044967,M,2121.795,Muscle Gain,Plan 7
27,68.16613809,1.631706685,M,2121.7677,Muscle Gain,Plan 7
87,97.9334586,1.63193649,M,2121.6741,Muscle Gain,Plan 7
35,82.07864657,1.630945367,M,2121.54,Muscle Gain,Plan 7
34,81.56574031,1.630758015,M,2121.156,Muscle Gain,Plan 7
35,82.02084882,1.631806032,M,2121.1068,Muscle Gain,Plan 7
27,68.13539851,1.631297233,M,2120.9552,Muscle Gain,Plan 7
34,81.50805876,1.631725549,M,2120.7876,Muscle Gain,Plan 7
85,96.87570339,1.632022525,M,2120.5704,Muscle Gain,Plan 7
86,97.34141624,1.632849099,M,2120.5626,Muscle Gain,Plan 7
36,82.44022031,1.632879978,M,2120.4852,Muscle Gain,Plan 7
26,67.6189108,1.630949899,M,2120.3702,Muscle Gain,Plan 7
27,68.08599088,1.631614519,M,2120.2805,Muscle Gain,Plan 7
27,68.06377463,1.631665202,M,2119.9178,Muscle Gain,Plan 7
36,82.42937118,1.632204776,M,2119.902,Muscle Gain,Plan 7
37,82.95154443,1.631455476,M,2119.8768,Muscle Gain,Plan 7
36,82.43699769,1.631896383,M,2119.842,Muscle Gain,Plan 7
27,68.06518747,1.631318657,M,2119.7176,Muscle Gain,Plan 7
27,67.98999432,1.632874729,M,2119.39,Muscle Gain,Plan 7
36,82.43581325,1.631169133,M,2119.386,Muscle Gain,Plan 7
66,97.26261588,1.632700219,M,2119.2576,Muscle Gain,Plan 7
27,68.03792814,1.631272041,M,2119.2028,Muscle Gain,Plan 7
85,96.82834917,1.630927678,M,2119.0156,Muscle Gain,Plan 7
35,81.86233353,1.632529632,M,2118.9348,Muscle Gain,Plan 7
34,81.32232965,1.632644859,M,2118.2856,Muscle Gain,Plan 7
26,67.50644622,1.630768568,M,2118.2499,Muscle Gain,Plan 7
69,98.70907873,1.631962024,M,2118.114,Muscle Gain,Plan 7
27,67.94453175,1.631798159,M,2117.8807,Muscle Gain,Plan 7
89,98.74292703,1.630686566,M,2117.5973,Muscle Gain,Plan 7
34,81.28687001,1.632452778,M,2117.5884,Muscle Gain,Plan 7
26,67.42323225,1.631803334,M,2117.44,Muscle Gain,Plan 7
26,67.37404734,1.632775551,M,2117.1956,Muscle Gain,Plan 7
37,82.71139462,1.632758006,M,2116.71,Muscle Gain,Plan 7
88,98.16400077,1.631211292,M,2116.4676,Muscle Gain,Plan 7
27,67.83093571,1.632577055,M,2116.3636,Muscle Gain,Plan 7
36,82.18428371,1.632513929,M,2116.0584,Muscle Gain,Plan 7
27,67.80989788,1.632549913,M,2115.9723,Muscle Gain,Plan 7
37,82.68623098,1.631660368,M,2115.6384,Muscle Gain,Plan 7
26,67.34393577,1.630741821,M,2115.3379,Muscle Gain,Plan 7
26,67.27650341,1.63206625,M,2114.9973,Muscle Gain,Plan 7
35,81.61598596,1.632171437,M,2114.67,Muscle Gain,Plan 7
35,81.59557349,1.632088084,M,2114.2836,Muscle Gain,Plan 7
27,67.66553314,1.632806418,M,2113.5673,Muscle Gain,Plan 7
26,67.14358475,1.632804122,M,2113.1097,Muscle Gain,Plan 7
28,68.19030615,1.631194615,M,2113.0265,Muscle Gain,Plan 7
36,82.01205561,1.631900512,M,2112.858,Muscle Gain,Plan 7
36,82.01363899,1.631789219,M,2112.8172,Muscle Gain,Plan 7
34,81.00368255,1.632108369,M,2112.726,Muscle Gain,Plan 7
28,68.1245138,1.632404803,M,2112.6404,Muscle Gain,Plan 7
63,95.35951924,1.632929538,M,2112.588,Muscle Gain,Plan 7
27,67.65133364,1.631654406,M,2112.565,Muscle Gain,Plan 7
27,67.59494891,1.63262288,M,2112.1906,Muscle Gain,Plan 7
27,67.57449151,1.63311438,M,2112.1464,Muscle Gain,Plan 7
36,82.01017402,1.630700132,M,2112.1068,Muscle Gain,Plan 7
35,81.45470509,1.632293808,M,2112.0912,Muscle Gain,Plan 7
28,68.11258856,1.630932888,M,2111.4717,Muscle Gain,Plan 7
27,67.55629776,1.632458275,M,2111.395,Muscle Gain,Plan 7
26,67.10921652,1.63107727,M,2111.3755,Muscle Gain,Plan 7
85,96.37462127,1.631422478,M,2111.2572,Muscle Gain,Plan 7
87,97.30716615,1.632901315,M,2111.1467,Muscle Gain,Plan 7
34,80.88141476,1.632381227,M,2110.8792,Muscle Gain,Plan 7
69,98.22887136,1.633058889,M,2110.878,Muscle Gain,Plan 7
26,67.00851612,1.632868384,M,2110.7463,Muscle Gain,Plan 7
35,81.39582625,1.631538743,M,2110.6704,Muscle Gain,Plan 7
34,80.82656172,1.632822805,M,2110.242,Muscle Gain,Plan 7
27,67.53499533,1.631152746,M,2110.1678,Muscle Gain,Plan 7
36,81.83169808,1.632271444,M,2110.116,Muscle Gain,Plan 7
28,67.99757061,1.63174132,M,2109.9481,Muscle Gain,Plan 7
36,81.83721608,1.631575953,M,2109.7896,Muscle Gain,Plan 7
34,80.82621115,1.63203388,M,2109.7632,Muscle Gain,Plan 7
28,67.94253557,1.632861264,M,2109.6959,Muscle Gain,Plan 7
27,67.4759592,1.631908751,M,2109.6075,Muscle Gain,Plan 7
28,67.93495541,1.632850078,M,2109.5542,Muscle Gain,Plan 7
35,81.34433029,1.630813512,M,2109.3888,Muscle Gain,Plan 7
27,67.42658271,1.632660979,M,2109.2175,Muscle Gain,Plan 7
26,66.92797383,1.632565267,M,2109.1148,Muscle Gain,Plan 7
37,82.24300099,1.63275632,M,2109.0084,Muscle Gain,Plan 7
26,66.89338226,1.632960237,M,2108.7547,Muscle Gain,Plan 7
28,67.8992985,1.632557249,M,2108.7287,Muscle Gain,Plan 7
27,67.34839418,1.633220809,M,2108.1879,Muscle Gain,Plan 7
28,67.86427962,1.632618565,M,2108.145,Muscle Gain,Plan 7
28,67.88820453,1.63163373,M,2107.9305,Muscle Gain,Plan 7
34,80.72165554,1.631653642,M,2107.8168,Muscle Gain,Plan 7
37,82.19961543,1.63134229,M,2107.4472,Muscle Gain,Plan 7
26,66.81220498,1.6331491,M,2107.4326,Muscle Gain,Plan 7
35,81.20423334,1.631353799,M,2107.41,Muscle Gain,Plan 7
37,82.13961678,1.632665189,M,2107.254,Muscle Gain,Plan 7
27,67.296909,1.633113015,M,2107.2012,Muscle Gain,Plan 7
70,98.57662727,1.630935617,M,2107.1616,Muscle Gain,Plan 7
27,67.33760485,1.631727932,M,2107.0257,Muscle Gain,Plan 7
27,67.33328687,1.6317435,M,2106.9594,Muscle Gain,Plan 7
27,67.34697241,1.631342712,M,2106.9425,Muscle Gain,Plan 7
26,66.86305173,1.630925474,M,2106.8931,Muscle Gain,Plan 7
27,67.27763826,1.633002847,M,2106.7865,Muscle Gain,Plan 7
66,96.51251263,1.632338733,M,2106.7092,Muscle Gain,Plan 7
27,67.28290774,1.632491911,M,2106.5486,Muscle Gain,Plan 7
36,81.61756648,1.632171961,M,2106.5364,Muscle Gain,Plan 7
35,81.11113804,1.632439945,M,2106.5316,Muscle Gain,Plan 7
28,67.79860458,1.631769667,M,2106.4238,Muscle Gain,Plan 7
27,67.30067394,1.631633306,M,2106.3068,Muscle Gain,Plan 7
26,66.82189331,1.630925552,M,2106.1599,Muscle Gain,Plan 7
27,67.27695799,1.631874312,M,2106.0403,Muscle Gain,Plan 7
35,81.13585873,1.630918768,M,2106.0252,Muscle Gain,Plan 7
35,81.12988753,1.630943348,M,2105.9412,Muscle Gain,Plan 7
27,67.30751482,1.630827745,M,2105.9051,Muscle Gain,Plan 7
86,96.57578124,1.631240975,M,2105.8817,Muscle Gain,Plan 7
67,96.95050558,1.632421684,M,2105.7996,Muscle Gain,Plan 7
30,78.56761379,1.632877873,M,2105.778,Muscle Gain,Plan 7
34,80.60172757,1.631174547,M,2105.5572,Muscle Gain,Plan 7
27,67.22671814,1.631829277,M,2105.1173,Muscle Gain,Plan 7
27,67.22252243,1.631933865,M,2105.1095,Muscle Gain,Plan 7
36,81.52747646,1.632012222,M,2104.9596,Muscle Gain,Plan 7
35,81.05603226,1.631293807,M,2104.938,Muscle Gain,Plan 7
34,80.52394976,1.632117088,M,2104.8444,Muscle Gain,Plan 7
35,81.02872369,1.631450894,M,2104.5828,Muscle Gain,Plan 7
36,81.49048149,1.632347324,M,2104.5516,Muscle Gain,Plan 7
28,67.69183271,1.631427747,M,2104.2996,Muscle Gain,Plan 7
34,80.51407678,1.631328625,M,2104.2084,Muscle Gain,Plan 7
68,97.35269194,1.631443621,M,2103.6648,Muscle Gain,Plan 7
37,81.97861116,1.63098903,M,2103.6012,Muscle Gain,Plan 7
27,67.08976429,1.632582651,M,2103.1673,Muscle Gain,Plan 7
29,68.1010162,1.631951817,M,2103.088,Muscle Gain,Plan 7
65,95.83161099,1.631308216,M,2103.0564,Muscle Gain,Plan 7
28,67.58507847,1.632423582,M,2103.0451,Muscle Gain,Plan 7
29,68.10964719,1.631357832,M,2102.8553,Muscle Gain,Plan 7
35,80.88112641,1.632614396,M,2102.8548,Muscle Gain,Plan 7
28,67.62951298,1.630845576,M,2102.8111,Muscle Gain,Plan 7
68,97.30078351,1.631440568,M,2102.8092,Muscle Gain,Plan 7
30,78.4209722,1.631855886,M,2102.754,Muscle Gain,Plan 7
27,67.09450551,1.631559261,M,2102.5862,Muscle Gain,Plan 7
